drugBankID,name,CAS,drugType,KEGGC_ID,KEGGD_ID,PCCID,PCSID,chemID,pharID,HETID,uniprotID,uniprotTitle,genbankID,dpdID,rxlistlink,pdrhealthlink,wikiID,drugslink,ndcid,chemspider,binding,ttd,sideeffect,interaction,professional,interactionContent,professionalContent,overview,sideeffectContent,drugClass,drugID
DB00478,rimantadine,13392-28-4,SmallMoleculeDrug,C07236,D08483,5071,46505973,,PA16474803,,,,,,http://www.rxlist.com/cgi/generic/rimantadine.htm,,Rimantadine,http://www.drugs.com/cdi/rimantadine.html,0456-0521-01,4893,50216627,DAP001087,http://drugs.com/sfx/rimantadine-side-effects.html,http://drugs.com/drug-interactions/rimantadine-index.html?filter=3&generic_only=1,http://drugs.com/pro/rimantadine.html,DB00478i.txt,DB00478p.txt,NULL,DB00478s.txt,Adamantane antivirals,
DB00479,amikacin,37517-28-5,SmallMoleculeDrug,C06820,D02543,37768,46506386,2637,PA16474437,,,,,,http://www.rxlist.com/cgi/generic3/amikacin.htm,,Amikacin,http://www.drugs.com/cdi/amikacin.html,0703-9032-03,34635,,DAP000400,http://drugs.com/sfx/amikacin-side-effects.html,http://drugs.com/drug-interactions/amikacin-index.html?filter=3&generic_only=1,http://drugs.com/pro/amikacin.html,DB00479i.txt,DB00479p.txt,NULL,DB00479s.txt,Aminoglycosides,
DB00480,lenalidomide,191732-72-6,SmallMoleculeDrug,,D04687,216326,46505725,63791,PA16236396,,,,,,http://www.rxlist.com/revlimid-drug.htm,,Lenalidomide,http://www.drugs.com/cdi/lenalidomide.html,59572-410-00,187515,50078323,DAP001255,http://drugs.com/sfx/lenalidomide-side-effects.html,http://drugs.com/drug-interactions/lenalidomide-index.html?filter=3&generic_only=1,http://drugs.com/ppa/lenalidomide.html,DB00480i.txt,DB00480p.txt,NULL,DB00480s.txt,Miscellaneous antineoplastics,
DB00481,raloxifene,84449-90-1,SmallMoleculeDrug,C07228,,5035,46506514,8772,PA451221,RAL,,,,,http://www.rxlist.com/cgi/generic/raloxif.htm,http://www.pdrhealth.com/drug_info/rxdrugprofiles/drugs/evi1169.shtml,Raloxifene,http://www.drugs.com/cdi/raloxifene.html,0002-4165-02,4859,19441,DAP000792,http://drugs.com/sfx/raloxifene-side-effects.html,http://drugs.com/drug-interactions/raloxifene-index.html?filter=3&generic_only=1,http://drugs.com/pro/raloxifene-hydrochloride-tablets.html,DB00481i.txt,DB00481p.txt,NULL,DB00481s.txt,Hormones / antineoplastics,
DB00482,celecoxib,169590-42-5,SmallMoleculeDrug,C07589,D00567,2662,46505596,3520,PA448871,CEL,,,,,http://www.rxlist.com/cgi/generic/coxib.htm,,Celecoxib,http://www.drugs.com/celecoxib.html,0025-1515-01,2562,11639,DAP000737,http://drugs.com/sfx/celecoxib-side-effects.html,http://drugs.com/drug-interactions/celecoxib-index.html?filter=3&generic_only=1,http://drugs.com/pro/celecoxib-capsules.html,DB00482i.txt,DB00482p.txt,NULL,DB00482s.txt,Cox-2 inhibitors,
DB00483,gallamine triethiodide,65-29-2,SmallMoleculeDrug,,,,,,PA16474508,,,,,,,,Gallamine_triethiodide,,,,,DAP001127,NULL,http://www.drugs.com/drug-interactions/iodine-i-131-tositumomab-index.html?filter=3&generic_only=1,NULL,NULL,NULL,NULL,NULL,,
DB00484,brimonidine,59803-98-4,SmallMoleculeDrug,C07886,D02076,2435,46507305,3175,PA448665,,,,,,http://www.rxlist.com/cgi/generic3/alphagan-p.htm,,Brimonidine,http://www.drugs.com/cdi/brimonidine.html,60758-866-05,2341,,DAP000280,http://drugs.com/sfx/brimonidine-ophthalmic-side-effects.html,http://drugs.com/drug-interactions/brimonidine-ophthalmic-index.html?filter=3&generic_only=1,http://drugs.com/pro/brimonidine.html,DB00484i.txt,DB00484p.txt,NULL,DB00484s.txt,Ophthalmic glaucoma agents,
DB00485,dicloxacillin,3116-76-5,SmallMoleculeDrug,C06950,D02348,18381,46508182,4511,PA16474964,,,,,,http://www.rxlist.com/cgi/generic2/diclox.htm,,Dicloxacillin,http://www.drugs.com/cdi/dicloxacillin.html,0781-2248-01,17358,,DAP000435,http://drugs.com/sfx/dicloxacillin-side-effects.html,http://drugs.com/drug-interactions/dicloxacillin-index.html?filter=3&generic_only=1,http://drugs.com/pro/dicloxacillin.html,DB00485i.txt,DB00485p.txt,NULL,DB00485s.txt,Penicillinase resistant penicillins,
DB00486,nabilone,51022-71-0,SmallMoleculeDrug,,D05099,5284592,46505171,,PA16474699,,,,,,,,Nabilone,http://www.drugs.com/cdi/nabilone.html,0187-1221-03,4447641,,DAP000067,http://drugs.com/sfx/nabilone-side-effects.html,http://drugs.com/drug-interactions/nabilone-index.html?filter=3&generic_only=1,http://drugs.com/ppa/nabilone.html,DB00486i.txt,DB00486p.txt,NULL,DB00486s.txt,Miscellaneous antiemetics,
DB00487,pefloxacin,70458-92-3,SmallMoleculeDrug,,D02306,51081,46507338,50199,PA16474285,,,,,,,,Pefloxacin,,,46291,,DAP001001,NULL,http://www.drugs.com/drug-interactions/iodine-i-131-tositumomab-index.html?filter=3&generic_only=1,NULL,NULL,NULL,NULL,NULL,,
DB00488,altretamine,645-05-6,SmallMoleculeDrug,,,2123,46505760,,PA16474313,,,,,,http://www.rxlist.com/cgi/generic/altretamine.htm,,Altretamine,http://www.drugs.com/cdi/altretamine.html,58063-001-70,2038,,DAP000989,http://drugs.com/sfx/altretamine-side-effects.html,http://drugs.com/drug-interactions/altretamine-index.html?filter=3&generic_only=1,http://drugs.com/ppa/altretamine.html,DB00488i.txt,DB00488p.txt,NULL,DB00488s.txt,Miscellaneous antineoplastics,
DB00489,sotalol,3930-20-9,SmallMoleculeDrug,C07309,,5253,46505012,,PA451457,,,,,,http://www.rxlist.com/cgi/generic/betapaceaf.htm,,Sotalol,http://www.drugs.com/cdi/sotalol.html,0245-0012-11,5063,25762,DAP000372,http://drugs.com/sfx/sotalol-side-effects.html,http://drugs.com/drug-interactions/sotalol-index.html?filter=3&generic_only=1,http://drugs.com/pro/sotalol.html,DB00489i.txt,DB00489p.txt,NULL,DB00489s.txt,Group III antiarrhythmics,
DB00490,buspirone,36505-84-7,SmallMoleculeDrug,C06861,,2477,46508113,3223,PA448689,,,,,,http://www.rxlist.com/cgi/generic/buspir.htm,,Buspirone,http://www.drugs.com/buspirone.html,0378-1140-01,2383,,DAP000031,http://drugs.com/sfx/buspirone-side-effects.html,http://drugs.com/drug-interactions/buspirone-index.html?filter=3&generic_only=1,http://drugs.com/pro/buspirone.html,DB00490i.txt,DB00490p.txt,NULL,DB00490s.txt,"Miscellaneous anxiolytics, sedatives and hypnotics",
DB00491,miglitol,72432-03-2,SmallMoleculeDrug,C07708,D00625,441314,46504492,,PA16477672,,,,,,http://www.rxlist.com/cgi/generic2/miglitol.htm,,Miglitol,http://www.drugs.com/cdi/miglitol.html,0009-5012-01,390074,,DAP000712,http://drugs.com/sfx/miglitol-side-effects.html,http://drugs.com/drug-interactions/miglitol-index.html?filter=3&generic_only=1,http://drugs.com/ppa/miglitol.html,DB00491i.txt,DB00491p.txt,NULL,DB00491s.txt,Alpha-glucosidase inhibitors,
DB00492,fosinopril,98048-97-6,SmallMoleculeDrug,C07016,D00622,55891,46506495,5163,PA449710,,,,,,http://www.rxlist.com/cgi/generic/fosinop.htm,http://www.pdrhealth.com/drugs/rx/rx-mono.aspx?contentFileName=Mon1274.html&contentName=Monopril&contentId=,Fosinopril,http://www.drugs.com/cdi/fosinopril.html,62037-935-90,50469,,DAP000582,http://drugs.com/sfx/fosinopril-side-effects.html,http://drugs.com/drug-interactions/fosinopril-index.html?filter=3&generic_only=1,http://drugs.com/pro/fosinopril.html,DB00492i.txt,DB00492p.txt,NULL,DB00492s.txt,Angiotensin converting enzyme inhibitors,
DB00493,cefotaxime,63527-52-6,SmallMoleculeDrug,C06885,,,,204928,PA448852,CEF,,,,,http://www.rxlist.com/cgi/generic/cefotax.htm,,Cefotaxime,http://www.drugs.com/cdi/cefotaxime.html,64679-947-01,,,DAP000146,http://drugs.com/sfx/cefotaxime-side-effects.html,http://drugs.com/drug-interactions/cefotaxime-index.html?filter=3&generic_only=1,http://drugs.com/pro/cefotaxime.html,DB00493i.txt,DB00493p.txt,NULL,DB00493s.txt,Third generation cephalosporins,
DB00494,entacapone,130929-57-6,SmallMoleculeDrug,C07943,D00781,5281081,46508734,4798,PA16474872,,,,,,http://www.rxlist.com/cgi/generic3/entac.htm,,Entacapone,http://www.drugs.com/cdi/entacapone.html,0078-0327-05,4444537,,DAP000608,http://drugs.com/sfx/entacapone-side-effects.html,http://drugs.com/drug-interactions/entacapone-index.html?filter=3&generic_only=1,http://drugs.com/pro/entacapone.html,DB00494i.txt,DB00494p.txt,NULL,DB00494s.txt,Dopaminergic antiparkinsonism agents,
DB00495,zidovudine,30516-87-1,SmallMoleculeDrug,C07210,D00413,35370,46508240,10110,PA451954,,,,,,http://www.rxlist.com/cgi/generic3/zidovud.htm,http://www.pdrhealth.com/drug_info/rxdrugprofiles/drugs/ret1375.shtml,Zidovudine,http://www.drugs.com/cdi/zidovudine.html,0173-0107-93,32555,50002692,DAP000701,http://drugs.com/sfx/zidovudine-side-effects.html,http://drugs.com/drug-interactions/zidovudine-index.html?filter=3&generic_only=1,http://drugs.com/pro/retrovir-infusion.html,DB00495i.txt,DB00495p.txt,NULL,DB00495s.txt,Nucleoside reverse transcriptase inhibitors (NRTIs),
DB00496,darifenacin,133099-04-4,SmallMoleculeDrug,,D01699,444031,46508104,391960,PA16477490,,,,,,http://www.rxlist.com/cgi/generic3/enablex.htm,,Darifenacin,http://www.drugs.com/cdi/darifenacin-extended-release-tablets.html,0078-0419-15,392054,50109647,DAP001131,http://drugs.com/sfx/darifenacin-side-effects.html,http://drugs.com/drug-interactions/darifenacin-index.html?filter=3&generic_only=1,http://drugs.com/ppa/darifenacin.html,DB00496i.txt,DB00496p.txt,NULL,DB00496s.txt,Urinary antispasmodics,
DB00497,oxycodone,76-42-6,SmallMoleculeDrug,C08018,D05312,5284603,46508908,7852,PA450741,,,,,,http://www.rxlist.com/cgi/generic/oxyco.htm,,Oxycodone,http://www.drugs.com/oxycodone.html,0406-0552-01,4447649,,DAP000283,http://drugs.com/sfx/oxycodone-side-effects.html,http://drugs.com/drug-interactions/oxycodone-index.html?filter=3&generic_only=1,http://drugs.com/pro/oxycodone.html,DB00497i.txt,DB00497p.txt,NULL,DB00497s.txt,Narcotic analgesics,
DB00498,phenindione,83-12-5,SmallMoleculeDrug,C07584,,4760,46505018,8066,PA16478403,,,,,,,,Phenindione,,,4596,,DAP000769,NULL,http://www.drugs.com/drug-interactions/iodine-i-131-tositumomab-index.html?filter=3&generic_only=1,NULL,NULL,NULL,NULL,NULL,,
DB00499,flutamide,13311-84-7,SmallMoleculeDrug,C07653,D00586,3397,46508874,5132,PA449685,HFT,,,,,http://www.rxlist.com/cgi/generic2/flutam.htm,http://www.pdrhealth.com/drug_info/rxdrugprofiles/drugs/eul1168.shtml,Flutamide,http://www.drugs.com/cdi/flutamide.html,0555-0870-01,3280,,DAP000301,http://drugs.com/sfx/flutamide-side-effects.html,http://drugs.com/drug-interactions/flutamide-index.html?filter=3&generic_only=1,http://drugs.com/pro/flutamide.html,DB00499i.txt,DB00499p.txt,NULL,DB00499s.txt,Antiandrogens,
DB00500,tolmetin,26171-23-3,SmallMoleculeDrug,C02328,,5509,46507060,,PA451721,,,,,,http://www.rxlist.com/cgi/generic2/tolmetin.htm,http://www.pdrhealth.com/drug_info/rxdrugprofiles/drugs/tol1449.shtml,Tolmetin,http://www.drugs.com/cdi/tolmetin.html,0093-8815-01,5308,,DAP000777,http://drugs.com/sfx/tolmetin-side-effects.html,http://drugs.com/drug-interactions/tolmetin-index.html?filter=3&generic_only=1,http://drugs.com/pro/tolmetin.html,DB00500i.txt,DB00500p.txt,NULL,DB00500s.txt,Nonsteroidal anti-inflammatory agents,
DB00501,cimetidine,51481-61-9,SmallMoleculeDrug,,D00295,2756,46505360,3699,PA449001,,,,,,http://www.rxlist.com/cgi/generic/cimet.htm,,Cimetidine,http://www.drugs.com/cdi/cimetidine.html,0093-8181-01,2654,22889,DAP000338,http://drugs.com/sfx/cimetidine-side-effects.html,http://drugs.com/drug-interactions/cimetidine-index.html?filter=3&generic_only=1,http://drugs.com/pro/cimetidine.html,DB00501i.txt,DB00501p.txt,NULL,DB00501s.txt,H2 antagonists,
DB00502,haloperidol,52-86-8,SmallMoleculeDrug,C01814,D00136,3559,46508794,5613,PA449841,,,,,,http://www.rxlist.com/cgi/generic/haloper.htm,,Haloperidol,http://www.drugs.com/cdi/haloperidol.html,0121-0581-04,3438,21398,DAP000313,http://drugs.com/sfx/haloperidol-side-effects.html,http://drugs.com/drug-interactions/haloperidol-index.html?filter=3&generic_only=1,http://drugs.com/pro/haloperidol.html,DB00502i.txt,DB00502p.txt,NULL,DB00502s.txt,Miscellaneous antipsychotic agents,
DB00503,ritonavir,155213-67-5,SmallMoleculeDrug,C07240,D00427,392622,46505050,,PA451260,RIT,,,,,http://www.rxlist.com/cgi/generic2/ritonavirsol.htm,,Ritonavir,http://www.drugs.com/cdi/ritonavir.html,,347980,520,DAP000169,http://drugs.com/sfx/ritonavir-side-effects.html,http://drugs.com/drug-interactions/ritonavir-index.html?filter=3&generic_only=1,http://drugs.com/pro/norvir-tablets.html,DB00503i.txt,DB00503p.txt,NULL,DB00503s.txt,Antiviral boosters,
DB00504,levallorphan,152-02-3,SmallMoleculeDrug,C07069,,5359371,46505682,,PA16474928,,,,,,,,Levallorphan,,,4514267,,DAP000348,NULL,http://www.drugs.com/drug-interactions/iodine-i-131-tositumomab-index.html?filter=3&generic_only=1,NULL,NULL,NULL,NULL,NULL,,
DB00507,nitazoxanide,55981-09-4,SmallMoleculeDrug,,D02486,41684,46507813,,PA16475487,,,,,,http://www.rxlist.com/cgi/generic/alinia.htm,http://www.pdrhealth.com/drug_info/rxdrugprofiles/drugs/ali1659.shtml,Nitazoxanide,http://www.drugs.com/cdi/nitazoxanide.html,67546-111-12,38037,50182652,DAP001293,http://drugs.com/sfx/nitazoxanide-side-effects.html,http://drugs.com/drug-interactions/nitazoxanide-index.html?filter=3&generic_only=1,http://drugs.com/pro/alinia-oral-suspension.html,DB00507i.txt,DB00507p.txt,NULL,DB00507s.txt,Amebicides,
DB00508,triflupromazine,146-54-3,SmallMoleculeDrug,,D00390,5568,46507344,9711,PA451773,,,,,,,,Triflupromazine,,,5367,,DAP000294,NULL,http://www.drugs.com/drug-interactions/iodine-i-131-tositumomab-index.html?filter=3&generic_only=1,NULL,NULL,NULL,NULL,NULL,,
DB00509,dextrothyroxine,51-49-0,SmallMoleculeDrug,,,,,30659,PA16475244,,,,,,,,Dextrothyroxine,,,,,,NULL,http://www.drugs.com/drug-interactions/iodine-i-131-tositumomab-index.html?filter=3&generic_only=1,NULL,NULL,NULL,NULL,NULL,,
DB00511,acetyldigitoxin,25395-32-8,SmallMoleculeDrug,,D06881,,,53773,PA16474624,,,,,,,,Acetyldigitoxin,,,,,DAP000119,NULL,http://www.drugs.com/drug-interactions/iodine-i-131-tositumomab-index.html?filter=3&generic_only=1,NULL,NULL,NULL,NULL,NULL,,
DB00512,vancomycin,1404-90-6,SmallMoleculeDrug,C06689,D00212,14969,46505261,28001,PA451850,DVV,,,,,http://www.rxlist.com/cgi/generic2/vancomycin.htm,,Vancomycin,http://www.drugs.com/vancomycin.html,0338-3551-48,389935,,DAP001330,http://drugs.com/sfx/vancomycin-side-effects.html,http://drugs.com/drug-interactions/vancomycin-index.html?filter=3&generic_only=1,http://drugs.com/pro/vancomycin-capsules.html,DB00512i.txt,DB00512p.txt,NULL,DB00512s.txt,Glycopeptide antibiotics,
DB00513,aminocaproic acid,60-32-2,SmallMoleculeDrug,C02378,D00160,564,46506934,16586,PA16477494,ACA,,,,,http://www.rxlist.com/cgi/generic/amicarpre.htm,,Aminocaproic_acid,http://www.drugs.com/cdi/aminocaproic-acid.html,61748-044-08,548,,DAP000200,http://drugs.com/sfx/aminocaproic-acid-side-effects.html,http://drugs.com/drug-interactions/aminocaproic-acid-index.html?filter=3&generic_only=1,http://drugs.com/pro/aminocaproic.html,DB00513i.txt,DB00513p.txt,NULL,DB00513s.txt,Miscellaneous coagulation modifiers,
DB00514,dextromethorphan,125-71-3,SmallMoleculeDrug,C06947,D03742,,,4470,PA449273,,,,,,,,Dextromethorphan,http://www.drugs.com/dextromethorphan.html,63824-171-63,,,DNC000541,http://drugs.com/sfx/dextromethorphan-side-effects.html,http://drugs.com/drug-interactions/dextromethorphan-index.html?filter=3&generic_only=1,http://drugs.com/ppa/dextromethorphan-hydrobromide.html,DB00514i.txt,DB00514p.txt,NULL,DB00514s.txt,Antitussives,
DB00515,cisplatin,15663-27-1,SmallMoleculeDrug,C06911,D00275,441203,46504561,27899,PA449014,,,,,,http://www.rxlist.com/cgi/generic3/cisplatin.htm,,Cisplatin,http://www.drugs.com/cdi/cisplatin.html,0015-3072-20,389985,,DAP000215,http://drugs.com/sfx/cisplatin-side-effects.html,http://drugs.com/drug-interactions/cisplatin-index.html?filter=3&generic_only=1,http://drugs.com/pro/cisplatin.html,DB00515i.txt,DB00515p.txt,NULL,DB00515s.txt,Alkylating agents,
DB00516,bentoquatam,1340-69-8,SmallMoleculeDrug,,,517273,46508055,,PA16474809,,,,,,,,Bentoquatam,http://www.drugs.com/mtm/bentoquatam-topical.html,,451302,,,http://drugs.com/sfx/bentoquatam-topical-side-effects.html,http://www.drugs.com/drug-interactions/iodine-i-131-tositumomab-index.html?filter=3&generic_only=1,NULL,DB00516i.txt,NULL,NULL,DB00516s.txt,Miscellaneous topical agents,
DB00517,anisotropine methylbromide,80-50-2,SmallMoleculeDrug,C06830,D00232,,,2739,PA16475488,,,,,,,,,,,,,DAP000837,NULL,http://www.drugs.com/drug-interactions/iodine-i-131-tositumomab-index.html?filter=3&generic_only=1,NULL,NULL,NULL,NULL,NULL,,
DB00518,albendazole,54965-21-8,SmallMoleculeDrug,C01779,D00134,2082,46506472,16664,PA16474605,ALW,,,,,http://www.rxlist.com/cgi/generic/albendazole.htm,,Albendazole,http://www.drugs.com/cdi/albendazole.html,0007-5500-40,1998,50241293,DAP000951,http://drugs.com/sfx/albendazole-side-effects.html,http://drugs.com/drug-interactions/albendazole-index.html?filter=3&generic_only=1,http://drugs.com/ppa/albendazole.html,DB00518i.txt,DB00518p.txt,NULL,DB00518s.txt,Anthelmintics,
DB00519,trandolapril,87679-37-6,SmallMoleculeDrug,,D00383,5484727,46508300,,PA451737,,,,,,http://www.rxlist.com/cgi/generic3/mavik.htm,http://www.pdrhealth.com/drug_info/rxdrugprofiles/drugs/tar1425.shtml,Trandolapril,http://www.drugs.com/cdi/trandolapril.html,65862-164-01,4588590,,DAP000583,http://drugs.com/sfx/trandolapril-side-effects.html,http://drugs.com/drug-interactions/trandolapril-index.html?filter=3&generic_only=1,http://drugs.com/pro/trandolapril.html,DB00519i.txt,DB00519p.txt,NULL,DB00519s.txt,Angiotensin converting enzyme inhibitors,
DB00520,caspofungin,162808-62-0,SmallMoleculeDrug,,D07626,2826718,46508288,474180,PA16474301,,,,,,http://www.rxlist.com/cgi/generic/caspofungin.htm,,Caspofungin,http://www.drugs.com/cdi/caspofungin.html,0006-3822-10,411774,,DAP000547,http://drugs.com/sfx/caspofungin-side-effects.html,http://drugs.com/drug-interactions/caspofungin-index.html?filter=3&generic_only=1,http://drugs.com/ppa/caspofungin-acetate.html,DB00520i.txt,DB00520p.txt,NULL,DB00520s.txt,Echinocandins,
DB00521,carteolol,51781-06-7,SmallMoleculeDrug,C06874,,2583,46507513,3437,PA16476873,,,,,,http://www.rxlist.com/cgi/generic2/carteol.htm,,Carteolol,http://www.drugs.com/cdi/carteolol-drops.html,58768-001-01,2485,,DAP000065,http://drugs.com/sfx/carteolol-ophthalmic-side-effects.html,http://drugs.com/drug-interactions/carteolol-ophthalmic-index.html?filter=3&generic_only=1,http://drugs.com/pro/carteolol.html,DB00521i.txt,DB00521p.txt,NULL,DB00521s.txt,Ophthalmic glaucoma agents,
DB00523,alitretinoin,1241893,SmallMoleculeDrug,,,,,50648,PA16474690,,,,,,http://www.rxlist.com/cgi/generic2/alitre.htm,,Alitretinoin,http://www.drugs.com/cdi/alitretinoin.html,64365-501-01,,31883,DAP000275,http://drugs.com/sfx/alitretinoin-topical-side-effects.html,http://drugs.com/drug-interactions/alitretinoin-topical-index.html?filter=3&generic_only=1,http://drugs.com/ppa/alitretinoin.html,DB00523i.txt,DB00523p.txt,NULL,DB00523s.txt,Miscellaneous topical agents,
DB00524,metolazone,17560-51-9,SmallMoleculeDrug,,D00431,4170,46509058,,PA16478102,,,,,,http://www.rxlist.com/cgi/generic2/metolazone.htm,http://www.pdrhealth.com/drug_info/rxdrugprofiles/drugs/zar1495.shtml,Metolazone,http://www.drugs.com/cdi/metolazone.html,0378-6172-01,4026,25899,DAP000749,http://drugs.com/sfx/metolazone-side-effects.html,http://drugs.com/drug-interactions/metolazone-index.html?filter=3&generic_only=1,http://drugs.com/pro/metolazone.html,DB00524i.txt,DB00524p.txt,NULL,DB00524s.txt,Thiazide diuretics,
DB00525,tolnaftate,2398-96-1,SmallMoleculeDrug,,D00381,5510,46505456,,PA16475243,,,,,,,,Tolnaftate,http://www.drugs.com/cdi/tolnaftate-cream.html,,5309,50201633,DAP001237,http://drugs.com/sfx/tolnaftate-topical-side-effects.html,http://www.drugs.com/drug-interactions/iodine-i-131-tositumomab-index.html?filter=3&generic_only=1,http://drugs.com/ppa/tolnaftate.html,DB00525i.txt,DB00525p.txt,NULL,DB00525s.txt,Topical antifungals,
DB00526,oxaliplatin,61825-94-3,SmallMoleculeDrug,,D01790,6857599,46509083,31941,PA13128552,,,,,,http://www.rxlist.com/cgi/generic/eloxatin.htm,,Oxaliplatin,http://www.drugs.com/cdi/oxaliplatin.html,0703-3985-01,8062727,,DAP000062,http://drugs.com/sfx/oxaliplatin-side-effects.html,http://drugs.com/drug-interactions/oxaliplatin-index.html?filter=3&generic_only=1,http://drugs.com/pro/oxaliplatin.html,DB00526i.txt,DB00526p.txt,NULL,DB00526s.txt,Alkylating agents,
DB00527,cinchocaine,85-79-0,SmallMoleculeDrug,C07879,D00733,3025,46506734,247956,PA449286,,,,,,,,Dibucaine,http://www.drugs.com/cdi/dibucaine-ointment.html,,2917,50017687,DAP000507,http://drugs.com/sfx/dibucaine-topical-side-effects.html,http://drugs.com/drug-interactions/dibucaine-topical-index.html?filter=3&generic_only=1,http://drugs.com/monograph/dibucaine.html,DB00527i.txt,DB00527p.txt,NULL,DB00527s.txt,Topical anesthetics,
DB00528,lercanidipine,100427-26-7,SmallMoleculeDrug,,,65866,46508865,,PA16476905,,,,,,,,Lercanidipine,,,59276,,DAP001261,NULL,http://www.drugs.com/drug-interactions/iodine-i-131-tositumomab-index.html?filter=3&generic_only=1,NULL,NULL,NULL,NULL,NULL,,
DB00529,foscarnet,63585-09-1,SmallMoleculeDrug,,D00579,3415,46507873,127780,PA449706,,,,,,http://www.rxlist.com/cgi/generic2/foscarnet.htm,,Foscarnet,http://www.drugs.com/cdi/foscarnet.html,0186-1906-01,3297,,DAP001383,http://drugs.com/sfx/foscarnet-side-effects.html,http://drugs.com/drug-interactions/foscarnet-index.html?filter=3&generic_only=1,http://drugs.com/pro/foscarnet.html,DB00529i.txt,DB00529p.txt,NULL,DB00529s.txt,Miscellaneous antivirals,
DB00530,erlotinib,183321-74-6,SmallMoleculeDrug,,D07907,176870,46508021,114785,PA13468792,AQ4,,,,,http://www.rxlist.com/cgi/generic4/tarceva.htm,,Erlotinib,http://www.drugs.com/cdi/erlotinib.html,54868-5447-0,154044,5446,DAP001010,http://drugs.com/sfx/erlotinib-side-effects.html,http://drugs.com/drug-interactions/erlotinib-index.html?filter=3&generic_only=1,http://drugs.com/ppa/erlotinib.html,DB00530i.txt,DB00530p.txt,NULL,DB00530s.txt,EGFR inhibitors,
DB00531,cyclophosphamide,50-18-0,SmallMoleculeDrug,C07888,D07760,2907,46505441,4027,PA449165,,,,,,http://www.rxlist.com/cgi/generic3/cyclophosphamide.htm,http://www.pdrhealth.com/drug_info/rxdrugprofiles/drugs/cyt1112.shtml,Cyclophosphamide,http://www.drugs.com/cdi/cyclophosphamide.html,0054-4129-25,2804,,DAP000532,http://drugs.com/sfx/cyclophosphamide-side-effects.html,http://drugs.com/drug-interactions/cyclophosphamide-index.html?filter=3&generic_only=1,http://drugs.com/pro/cyclophosphamide.html,DB00531i.txt,DB00531p.txt,NULL,DB00531s.txt,Alkylating agents,
DB00534,chlormerodrin,62-37-3,SmallMoleculeDrug,,,25210,46504793,59445,PA16474897,,,,,,,,,,,2615,,DAP000754,NULL,http://www.drugs.com/drug-interactions/iodine-i-131-tositumomab-index.html?filter=3&generic_only=1,NULL,NULL,NULL,NULL,NULL,,
DB00535,cefdinir,91832-40-5,SmallMoleculeDrug,C08110,D00917,6915944,46505573,3485,PA16476873,,,,,,http://www.rxlist.com/cgi/generic2/cefdin.htm,http://www.pdrhealth.com/drug_info/rxdrugprofiles/drugs/omn1519.shtml,Cefdinir,http://www.drugs.com/cdi/cefdinir.html,65862-218-60,5291705,,DAP000436,http://drugs.com/sfx/cefdinir-side-effects.html,http://drugs.com/drug-interactions/cefdinir-index.html?filter=3&generic_only=1,http://drugs.com/pro/cefdinir.html,DB00535i.txt,DB00535p.txt,NULL,DB00535s.txt,Third generation cephalosporins,
DB00536,guanidine,113-00-8,SmallMoleculeDrug,,,3520,46507543,24435,PA16478102,GAI,,,,,,,Guanidine,http://www.drugs.com/mtm/guanidine.html,0085-0492-01,3400,,,http://drugs.com/sfx/guanidine-side-effects.html,http://drugs.com/drug-interactions/guanidine-index.html?filter=3&generic_only=1,http://drugs.com/pro/guanidine.html,DB00536i.txt,DB00536p.txt,NULL,DB00536s.txt,Cholinergic muscle stimulants,
DB00537,ciprofloxacin,85721-33-1,SmallMoleculeDrug,C05349,D00186,2764,46504733,100241,PA449009,,,,,,http://www.rxlist.com/cgi/generic/cipro.htm,http://www.pdrhealth.com/drug_info/rxdrugprofiles/drugs/cip1082.shtml,Ciprofloxacin,http://www.drugs.com/cdi/ciprofloxacin-drops.html,51672-4085-1,2662,21690,DAP001360,http://drugs.com/sfx/ciprofloxacin-ophthalmic-side-effects.html,http://www.drugs.com/drug-interactions/iodine-i-131-tositumomab-index.html?filter=3&generic_only=1,http://drugs.com/pro/ciprofloxacin-ophthalmic-solution.html,DB00537i.txt,DB00537p.txt,NULL,DB00537s.txt,Ophthalmic anti-infectives,
DB00538,gadoversetamide,131069-91-5,SmallMoleculeDrug,,D01646,444013,46504481,,PA16474370,,,,,,,,Gadoversetamide,,0019-1177-02,392041,,,NULL,http://www.drugs.com/drug-interactions/iodine-i-131-tositumomab-index.html?filter=3&generic_only=1,NULL,NULL,NULL,NULL,NULL,,
DB00539,toremifene,89778-26-7,SmallMoleculeDrug,C08166,,3005573,46506087,9635,PA451731,,,,,,http://www.rxlist.com/cgi/generic2/toremifene.htm,,Toremifene,http://www.drugs.com/cdi/toremifene.html,11399-005-30,2275722,,DAP000793,http://drugs.com/sfx/toremifene-side-effects.html,http://drugs.com/drug-interactions/toremifene-index.html?filter=3&generic_only=1,http://drugs.com/ppa/toremifene-citrate.html,DB00539i.txt,DB00539p.txt,NULL,DB00539s.txt,Hormones / antineoplastics,
